Date,Activity,Activity type,Unit,Amount planned
2025-04-22,Coat preparation,Road,L,3403.506192818401
2025-01-15,Iron mining,Railway,m3,3264.8369784691176
2025-03-23,Foundation pouring,Building,m3,4520.075851040739
2025-10-13,Rolling/Tractor,Road,m2,4282.221719080788
2025-06-04,Removing trees,Building,m2,3460.4113326892566
2025-08-06,Ballast,Railway,m3,4032.2333737757585
2025-05-13,Walling,Building,m2,4015.8370356745445
2025-02-03,Cement making,Building,m3,1846.0422717905294
2025-06-10,Walling,Building,m2,2922.5773060335596
2025-08-23,Anchorage,Railway,m2,2125.372942727748
2025-06-30,Ballast,Railway,m3,1146.8252759096954
2025-01-21,Anchorage,Railway,m2,2470.462340550568
2025-05-28,Removing trees,Building,m2,3980.4139878405394
2025-08-14,Anchorage,Railway,m2,1082.445885810273
2025-01-16,Terrain leveling,Building,m3,3637.5204237890766
2025-10-08,Pavement,Road,m2,1266.8118550769757
2025-10-09,Terrain leveling,Building,m3,3948.2361588078047
2025-05-12,Subbase application,Road,m2,190.83564672530028
2025-05-31,Walling,Building,m2,1812.5261846630951
2025-02-02,Walling,Building,m2,1113.1209393413071
2025-09-19,Rolling/Tractor,Road,m2,2848.124160973326
2025-06-17,Ballast,Railway,m3,3327.275622287895
2025-12-10,Rolling/Tractor,Road,m2,2600.17859962818
2025-04-26,Cement making,Building,m3,2810.9321607120196
2025-08-13,Ballast,Railway,m3,4412.770102283945
2025-11-29,Laying steel rail,Railway,m,1609.255315622592
2025-06-13,Ballast,Railway,m3,2648.4213113400633
2025-09-26,Anchorage,Railway,m2,919.1296091612921
2025-08-10,Anchorage,Railway,m2,1108.9612186109864
2025-08-10,Subbase application,Road,m2,1583.5983144048178
2025-02-26,Rolling/Tractor,Road,m2,1908.9974928409947
2025-04-30,Removing trees,Building,m2,1709.946112472256
2025-05-24,Foundation pouring,Building,m3,1503.0839129982553
2025-01-28,Laying steel rail,Railway,m,1640.0469342620365
2025-10-14,Walling,Building,m2,2312.6074758901877
2025-01-05,Coat preparation,Road,L,1826.0987336011558
2025-06-14,Cement making,Building,m3,3353.5022127757984
2025-01-01,Ballast,Railway,m3,3893.3539806740923
2025-10-23,Terrain leveling,Building,m3,4268.0347867231
2025-01-20,Rolling/Tractor,Road,m2,4445.53757611919
2025-07-23,Rolling/Tractor,Road,m2,3221.8980240509336
2025-11-18,Pavement,Road,m2,1926.7948158220327
2025-04-26,Removing trees,Building,m2,1672.3429150199704
2025-12-17,Subbase application,Road,m2,4081.5882226003423
2025-12-25,Subbase application,Road,m2,3146.63042537693
2025-02-08,Removing trees,Building,m2,1533.1783577648655
2025-08-23,Iron mining,Railway,m3,3917.098454741138
2025-08-27,Rolling/Tractor,Road,m2,1561.3017952158066
2025-11-04,Foundation pouring,Building,m3,2015.9025855676932
2025-08-02,Iron mining,Railway,m3,1926.3479021155727
2025-11-12,Iron mining,Railway,m3,1017.1768558868222
2025-02-24,Terrain leveling,Building,m3,2233.618848716017
2025-12-24,Cement making,Building,m3,3716.9992372339116
2025-01-27,Anchorage,Railway,m2,3826.829191621913
2025-03-20,Removing trees,Building,m2,474.05781988857586
2025-07-16,Ballast,Railway,m3,3061.491044911899
2025-05-23,Coat preparation,Road,L,920.0850459461928
2025-10-10,Walling,Building,m2,3349.6944299908787
2025-12-17,Foundation pouring,Building,m3,1814.621561988286
2025-06-01,Foundation pouring,Building,m3,2948.3941477010694
2025-06-19,Removing trees,Building,m2,2481.029320565726
2025-02-01,Ballast,Railway,m3,1740.877150223587
2025-11-02,Ballast,Railway,m3,1919.3052893709778
2025-03-01,Terrain leveling,Building,m3,439.7042638844895
2025-05-28,Cement making,Building,m3,3917.45186973387
2025-07-21,Subbase application,Road,m2,720.0858835169965
2025-09-12,Ballast,Railway,m3,1270.0838954710002
2025-03-07,Laying steel rail,Railway,m,3823.1997902456415
2025-11-14,Pavement,Road,m2,4225.658215483389
2025-05-01,Laying steel rail,Railway,m,1494.1293498233842
2025-05-10,Foundation pouring,Building,m3,3109.0878298152597
2025-01-27,Removing trees,Building,m2,630.4884001648597
2025-06-20,Walling,Building,m2,3463.361226814092
2025-09-17,Walling,Building,m2,2403.878009595382
2025-06-28,Terrain leveling,Building,m3,4202.775768390327
2025-06-21,Coat preparation,Road,L,1612.4500325720464
2025-10-08,Pavement,Road,m2,4024.0615931677694
2025-03-24,Ballast,Railway,m3,661.2547717455153
2025-02-21,Laying steel rail,Railway,m,2454.4266707774186
2025-02-17,Walling,Building,m2,3426.822428959804
2025-08-17,Iron mining,Railway,m3,4373.6867844594635
2025-04-02,Rolling/Tractor,Road,m2,2719.556991288174
2025-10-20,Iron mining,Railway,m3,2999.3230975954475
2025-05-22,Subbase application,Road,m2,4534.850127141363
2025-12-21,Removing trees,Building,m2,2208.564036924705
2025-10-24,Anchorage,Railway,m2,501.0798968558067
2025-02-15,Ballast,Railway,m3,652.3441899845172
2025-02-22,Cement making,Building,m3,156.4502508295862
2025-11-01,Laying steel rail,Railway,m,4526.030368251774
2025-09-06,Foundation pouring,Building,m3,1980.4222445415803
2025-03-04,Laying steel rail,Railway,m,2656.790735872816
2025-10-03,Iron mining,Railway,m3,4579.64336983902
2025-03-26,Removing trees,Building,m2,4974.958308523042
2025-06-24,Foundation pouring,Building,m3,4490.023499502188
2025-09-01,Rolling/Tractor,Road,m2,1606.116877867328
2025-05-07,Walling,Building,m2,2660.0333165715233
2025-06-18,Cement making,Building,m3,4073.2029156222716
2025-01-01,Foundation pouring,Building,m3,2576.39046807509
2025-12-28,Rolling/Tractor,Road,m2,4176.842286217601
2025-02-19,Removing trees,Building,m2,1979.9102865402162
2025-10-22,Terrain leveling,Building,m3,442.45275639991087
2025-05-21,Foundation pouring,Building,m3,4291.139635851262
2025-07-17,Walling,Building,m2,1921.2726270142794
2025-06-23,Pavement,Road,m2,2864.0901930000414
2025-11-10,Walling,Building,m2,1118.192642851729
2025-04-05,Terrain leveling,Building,m3,450.39401398976884
2025-01-12,Terrain leveling,Building,m3,822.755214845352
2025-06-03,Coat preparation,Road,L,270.891503896038
2025-08-17,Laying steel rail,Railway,m,1243.4644547814382
2025-04-15,Rolling/Tractor,Road,m2,639.2369115984259
2025-05-27,Foundation pouring,Building,m3,1614.0516538850313
2025-05-17,Laying steel rail,Railway,m,4491.693133661165
2025-04-14,Rolling/Tractor,Road,m2,3049.8376513627295
2025-01-30,Anchorage,Railway,m2,2574.839289200539
2025-07-19,Coat preparation,Road,L,3001.006928810958
2025-10-12,Subbase application,Road,m2,1601.2999073430728
2025-10-10,Anchorage,Railway,m2,967.4771715096814
2025-08-08,Subbase application,Road,m2,2872.5432502425665
2025-06-18,Ballast,Railway,m3,4919.049261161415
2025-05-11,Removing trees,Building,m2,4703.8890549368225
2025-07-21,Foundation pouring,Building,m3,3988.4243900881283
2025-08-12,Cement making,Building,m3,2283.5944927025
2025-07-02,Anchorage,Railway,m2,3779.154133745182
2025-08-02,Iron mining,Railway,m3,3215.5926998547866
2025-08-05,Cement making,Building,m3,3033.18313198138
2025-12-12,Walling,Building,m2,2091.38510371957
2025-04-20,Subbase application,Road,m2,1332.7598598327907
2025-10-30,Terrain leveling,Building,m3,4714.815242347215
2025-05-11,Iron mining,Railway,m3,40.4275978732771
2025-09-11,Foundation pouring,Building,m3,564.9774279180891
2025-04-06,Subbase application,Road,m2,3301.721100322947
2025-07-31,Cement making,Building,m3,2275.1722054400357
2025-08-14,Iron mining,Railway,m3,1813.1277887480262
2025-06-20,Pavement,Road,m2,4174.3492462514705
2025-12-24,Walling,Building,m2,3279.7402731290176
2025-10-19,Terrain leveling,Building,m3,4673.476107172467
2025-01-16,Coat preparation,Road,L,311.6135524779262
2025-04-17,Coat preparation,Road,L,2671.2088580861337
2025-09-22,Cement making,Building,m3,1615.8175530988178
2025-07-15,Laying steel rail,Railway,m,2436.4827899044208
2025-01-30,Laying steel rail,Railway,m,2085.0748132964154
2025-08-25,Walling,Building,m2,132.39665199903217
2025-11-30,Rolling/Tractor,Road,m2,3038.1115551336043
2025-04-29,Coat preparation,Road,L,4355.153367111476
2025-03-26,Anchorage,Railway,m2,2877.722585411499
2025-06-07,Cement making,Building,m3,649.803149767978
2025-11-08,Iron mining,Railway,m3,668.2046042915817
2025-01-08,Pavement,Road,m2,1853.97419574307
2025-09-29,Ballast,Railway,m3,4134.311674399155
2025-07-25,Walling,Building,m2,2531.395889569426
2025-02-23,Removing trees,Building,m2,2811.11820300698
2025-01-22,Rolling/Tractor,Road,m2,2455.4149652707765
2025-09-29,Subbase application,Road,m2,1161.9519068566958
2025-03-28,Ballast,Railway,m3,3652.3631252949463
2025-12-13,Coat preparation,Road,L,2485.5260561392047
2025-02-06,Foundation pouring,Building,m3,3525.898924450879
2025-05-06,Subbase application,Road,m2,3081.1135783478517
2025-08-03,Pavement,Road,m2,2963.546688806798
2025-01-02,Anchorage,Railway,m2,3081.4623937776296
2025-05-27,Pavement,Road,m2,3529.692381739436
2025-07-18,Coat preparation,Road,L,2418.4557057435036
2025-09-30,Pavement,Road,m2,4126.248447793639
2025-03-28,Cement making,Building,m3,1799.4264373854014
2025-02-08,Cement making,Building,m3,150.91325531363108
2025-10-18,Cement making,Building,m3,2257.585576664908
2025-02-10,Pavement,Road,m2,1798.1610756644773
2025-04-25,Iron mining,Railway,m3,635.1342480465205
2025-12-10,Removing trees,Building,m2,2871.3975007485574
2025-09-20,Iron mining,Railway,m3,1271.0829359292197
2025-08-15,Iron mining,Railway,m3,4244.58665753459
2025-07-15,Removing trees,Building,m2,2628.2718681732867
2025-09-24,Pavement,Road,m2,1913.449496713136
2025-01-09,Foundation pouring,Building,m3,1708.0995362724543
2025-10-17,Rolling/Tractor,Road,m2,2692.270756182764
2025-07-31,Subbase application,Road,m2,3891.453851664485
2025-02-23,Walling,Building,m2,871.5435095178952
2025-10-08,Iron mining,Railway,m3,2506.569641787851
2025-12-24,Anchorage,Railway,m2,3180.0947303775747
2025-02-19,Walling,Building,m2,4577.194187584787
2025-02-21,Coat preparation,Road,L,1865.8299158265695
2025-01-22,Removing trees,Building,m2,4137.547230577572
2025-05-19,Cement making,Building,m3,591.5306413155557
2025-10-31,Rolling/Tractor,Road,m2,4426.0468945447765
2025-07-11,Iron mining,Railway,m3,4652.842742674602
2025-08-28,Iron mining,Railway,m3,3571.406643946438
2025-11-28,Subbase application,Road,m2,2078.1809103584446
2025-02-03,Pavement,Road,m2,868.1767105283506
2025-10-28,Removing trees,Building,m2,4825.089532971219
2025-09-20,Pavement,Road,m2,1881.6268052458734
2025-01-28,Coat preparation,Road,L,3201.885591754903
2025-01-20,Removing trees,Building,m2,4823.470141958195
2025-10-14,Terrain leveling,Building,m3,1021.2474757156286
2025-05-20,Terrain leveling,Building,m3,3471.5991777013332
2025-05-23,Cement making,Building,m3,4834.794873455287
2025-08-08,Anchorage,Railway,m2,1361.899924798174
2025-06-03,Walling,Building,m2,1952.4769971290273
2025-02-17,Subbase application,Road,m2,4723.38130667229
2025-01-17,Cement making,Building,m3,2162.471205819353
2025-06-02,Removing trees,Building,m2,4246.207070103976
2025-08-05,Anchorage,Railway,m2,1027.9029678672098
2025-02-03,Cement making,Building,m3,1024.5397146339258
2025-09-20,Terrain leveling,Building,m3,4034.49504325622
2025-03-17,Ballast,Railway,m3,83.06620281263
2025-09-13,Ballast,Railway,m3,4433.603224846628
2025-09-06,Pavement,Road,m2,4630.208799348221
2025-07-31,Ballast,Railway,m3,1400.2155432906404
2025-09-24,Iron mining,Railway,m3,4356.751557684471
2025-12-18,Laying steel rail,Railway,m,2684.483190908409
2025-12-08,Foundation pouring,Building,m3,1662.2100756711038
2025-09-03,Cement making,Building,m3,2654.201823371772
2025-11-13,Subbase application,Road,m2,3010.922472154471
2025-06-03,Removing trees,Building,m2,927.2047466181959
2025-06-13,Anchorage,Railway,m2,4735.562499363566
2025-11-17,Walling,Building,m2,1396.6107828723361
2025-10-06,Removing trees,Building,m2,4479.498959448438
2025-07-10,Pavement,Road,m2,4624.875005286381
2025-04-01,Cement making,Building,m3,3234.9332092931672
2025-12-05,Anchorage,Railway,m2,3388.1064986367364
2025-04-25,Terrain leveling,Building,m3,3146.6994351327608
2025-10-29,Foundation pouring,Building,m3,4700.492299763558
2025-12-27,Coat preparation,Road,L,1139.5590718853805
2025-07-29,Subbase application,Road,m2,4347.125692215646
2025-06-03,Laying steel rail,Railway,m,1139.1632357419323
2025-01-08,Foundation pouring,Building,m3,4756.182598447722
2025-08-13,Subbase application,Road,m2,2514.8939096312456
2025-07-23,Cement making,Building,m3,3699.202446528976
2025-01-27,Rolling/Tractor,Road,m2,1119.6854991781297
2025-11-26,Pavement,Road,m2,2619.052319714061
2025-01-28,Cement making,Building,m3,2352.7148982091035
2025-05-31,Removing trees,Building,m2,1443.7240711369536
2025-12-01,Walling,Building,m2,3362.437862156786
2025-11-26,Foundation pouring,Building,m3,4192.01872902454
2025-02-09,Terrain leveling,Building,m3,348.6448620963095
2025-07-30,Removing trees,Building,m2,952.9094911842473
2025-02-25,Terrain leveling,Building,m3,843.6558336835642
2025-09-26,Rolling/Tractor,Road,m2,4409.270639372842
2025-10-29,Anchorage,Railway,m2,2457.028273959569
2025-10-11,Coat preparation,Road,L,4760.961201812288
2025-06-10,Rolling/Tractor,Road,m2,1379.6212422253302
2025-11-14,Laying steel rail,Railway,m,3011.05202134931
2025-08-19,Cement making,Building,m3,4657.819861732141
2025-11-17,Laying steel rail,Railway,m,3238.2588982513066
2025-04-29,Rolling/Tractor,Road,m2,985.3723681694415
2025-07-11,Ballast,Railway,m3,1861.2461602206881
2025-04-10,Walling,Building,m2,308.62693425581347
2025-11-23,Walling,Building,m2,2476.125142953957
2025-11-14,Anchorage,Railway,m2,2612.923341422963
2025-07-29,Foundation pouring,Building,m3,633.7810635151648
2025-02-11,Subbase application,Road,m2,1737.2695116001591
2025-01-09,Subbase application,Road,m2,2732.1083901031366
2025-05-06,Subbase application,Road,m2,4256.877717835314
2025-02-25,Pavement,Road,m2,3890.1652576973606
2025-04-15,Iron mining,Railway,m3,3356.198308623362
2025-11-29,Terrain leveling,Building,m3,2403.8924803158225
2025-08-30,Anchorage,Railway,m2,88.17385564529934
2025-01-14,Coat preparation,Road,L,4860.499673325422
2025-02-17,Laying steel rail,Railway,m,2549.8418051820154
2025-09-07,Cement making,Building,m3,4711.855536465326
2025-09-09,Rolling/Tractor,Road,m2,2793.2968769732993
2025-05-08,Removing trees,Building,m2,4624.1032316663695
2025-06-07,Foundation pouring,Building,m3,899.4235778486253
2025-04-01,Ballast,Railway,m3,75.9663763608398
2025-11-21,Walling,Building,m2,4656.649414732456
2025-06-01,Anchorage,Railway,m2,4863.42725184574
2025-01-24,Foundation pouring,Building,m3,1967.0236824188148
2025-11-05,Coat preparation,Road,L,1572.1182666780926
2025-08-06,Cement making,Building,m3,4127.86962905269
2025-10-24,Iron mining,Railway,m3,2936.223452734341
2025-03-24,Laying steel rail,Railway,m,2861.6314081900778
2025-11-08,Iron mining,Railway,m3,3846.1670902308924
2025-01-16,Terrain leveling,Building,m3,3663.7398734368826
2025-02-18,Foundation pouring,Building,m3,4675.969073190434
2025-12-18,Laying steel rail,Railway,m,154.66264786451356
2025-11-11,Walling,Building,m2,2450.8519389871753
2025-06-24,Removing trees,Building,m2,3525.930158906733
2025-11-15,Terrain leveling,Building,m3,3089.341968096179
2025-09-29,Removing trees,Building,m2,1400.8934409692204
2025-05-02,Subbase application,Road,m2,751.4424755764015
2025-02-12,Ballast,Railway,m3,4951.170929636992
2025-07-11,Removing trees,Building,m2,4972.077040242179
2025-09-06,Laying steel rail,Railway,m,1552.9885266329695
2025-02-05,Foundation pouring,Building,m3,320.37070725169036
2025-01-03,Pavement,Road,m2,4689.552978782196
2025-07-13,Cement making,Building,m3,2410.8262432733245
2025-09-07,Pavement,Road,m2,3933.776481633429
2025-12-17,Foundation pouring,Building,m3,3109.26769606318
2025-02-05,Removing trees,Building,m2,1329.5030849400684
2025-07-20,Terrain leveling,Building,m3,2178.679517479844
2025-12-06,Laying steel rail,Railway,m,3150.153589799422
2025-10-11,Iron mining,Railway,m3,4648.742583211283
2025-06-06,Foundation pouring,Building,m3,2094.584447650391
2025-12-21,Removing trees,Building,m2,3165.798299360806
2025-03-23,Rolling/Tractor,Road,m2,2395.9738015898215
2025-03-05,Coat preparation,Road,L,2081.90244842497
2025-11-03,Iron mining,Railway,m3,1907.6254168225325
2025-03-19,Terrain leveling,Building,m3,214.14820016336822
2025-05-18,Rolling/Tractor,Road,m2,4998.507660415906
2025-03-16,Foundation pouring,Building,m3,3987.026940529058
2025-12-16,Walling,Building,m2,4471.77791520609
2025-11-29,Foundation pouring,Building,m3,2046.6080536768454
2025-05-08,Walling,Building,m2,4814.031279213204
2025-01-04,Anchorage,Railway,m2,687.97601321331
2025-12-05,Cement making,Building,m3,2915.962203047171
2025-09-02,Subbase application,Road,m2,1395.7720094078174
2025-11-25,Ballast,Railway,m3,2172.8313119316704
2025-06-13,Subbase application,Road,m2,4087.822703912606
2025-03-29,Removing trees,Building,m2,193.75232874654202
2025-04-24,Subbase application,Road,m2,1946.5490978345772
2025-06-25,Laying steel rail,Railway,m,1512.3900855220684
2025-07-12,Iron mining,Railway,m3,4991.866225191914
2025-02-06,Ballast,Railway,m3,1910.1122458628129
2025-04-25,Rolling/Tractor,Road,m2,4309.2055626136325
2025-08-20,Removing trees,Building,m2,3619.7412742335932
2025-04-03,Iron mining,Railway,m3,3410.5966773347923
2025-03-17,Subbase application,Road,m2,1579.4910305054223
2025-05-05,Anchorage,Railway,m2,1935.7826838767528
2025-07-20,Coat preparation,Road,L,4529.961156637966
2025-04-22,Removing trees,Building,m2,3451.343838367183
2025-03-17,Subbase application,Road,m2,491.6383779325345
2025-02-25,Iron mining,Railway,m3,2682.8618735090613
2025-05-26,Subbase application,Road,m2,4597.490078763487
2025-09-19,Foundation pouring,Building,m3,4119.260142897896
2025-12-23,Ballast,Railway,m3,1378.1026325435973
2025-09-14,Subbase application,Road,m2,2607.440699629752
2025-11-06,Laying steel rail,Railway,m,70.45349379836752
2025-05-22,Pavement,Road,m2,653.948712878168
2025-12-04,Coat preparation,Road,L,1932.7272582661803
2025-05-11,Ballast,Railway,m3,560.2171665479083
2025-08-25,Ballast,Railway,m3,655.3772244240419
2025-12-21,Terrain leveling,Building,m3,2927.4629980982577
2025-06-21,Ballast,Railway,m3,943.5591694024976
2025-08-08,Laying steel rail,Railway,m,211.87522931003733
2025-05-06,Walling,Building,m2,60.67320941894438
2025-06-07,Coat preparation,Road,L,2922.5690379672824
2025-08-09,Cement making,Building,m3,1341.4375734026385
2025-10-28,Ballast,Railway,m3,312.9974971715094
2025-02-07,Iron mining,Railway,m3,2351.9906547277365
2025-12-19,Anchorage,Railway,m2,2397.0737492995404
