Date,Activity,Activity type,Unit,Amount executed
2025-09-10,Walling,Building,m2,1778.011676921402
2025-09-03,Subbase application,Road,m2,2430.8230140315645
2025-06-29,Pavement,Road,m2,4370.743213077894
2025-11-21,Terrain leveling,Building,m3,1412.679076452945
2025-10-21,Laying steel rail,Railway,m,1665.9587671921665
2025-05-10,Terrain leveling,Building,m3,2149.4403315908057
2025-03-09,Ballast,Railway,m3,1738.2924219399754
2025-02-24,Subbase application,Road,m2,2794.0156695685605
2025-02-04,Subbase application,Road,m2,4524.9890588482485
2025-11-07,Terrain leveling,Building,m3,805.9639478513719
2025-11-04,Iron mining,Railway,m3,1621.241731886277
2025-03-01,Rolling/Tractor,Road,m2,4374.781832277299
2025-03-17,Rolling/Tractor,Road,m2,894.3795383970477
2025-04-15,Ballast,Railway,m3,1498.1019717968175
2025-01-07,Terrain leveling,Building,m3,4368.091526100255
2025-03-23,Iron mining,Railway,m3,2251.3360142448955
2025-09-16,Cement making,Building,m3,2757.1656309514465
2025-11-19,Laying steel rail,Railway,m,631.7988455708595
2025-10-24,Terrain leveling,Building,m3,1646.77938577799
2025-10-31,Iron mining,Railway,m3,3291.995944162316
2025-03-22,Laying steel rail,Railway,m,2202.9335973342368
2025-08-23,Walling,Building,m2,1330.4560676780764
2025-07-11,Terrain leveling,Building,m3,3613.763354704983
2025-09-22,Iron mining,Railway,m3,2093.043137155628
2025-06-25,Foundation pouring,Building,m3,2133.673843232174
2025-01-28,Foundation pouring,Building,m3,2083.7404427671295
2025-02-04,Anchorage,Railway,m2,2618.8882122059786
2025-11-29,Subbase application,Road,m2,4694.013884344302
2025-05-08,Pavement,Road,m2,2086.273874881202
2025-06-17,Walling,Building,m2,2558.433182317452
2025-11-20,Foundation pouring,Building,m3,926.3504154524383
2025-06-06,Pavement,Road,m2,127.56292067387376
2025-06-29,Pavement,Road,m2,2582.141526027242
2025-10-30,Removing trees,Building,m2,1135.3778042639901
2025-11-06,Coat preparation,Road,L,1440.8669108236966
2025-05-16,Ballast,Railway,m3,317.66329398827787
2025-07-24,Anchorage,Railway,m2,345.11665922242696
2025-12-18,Subbase application,Road,m2,1221.9334870815758
2025-03-27,Pavement,Road,m2,3030.693360651609
2025-05-19,Removing trees,Building,m2,622.1326215791368
2025-04-22,Rolling/Tractor,Road,m2,4253.238505770013
2025-02-15,Laying steel rail,Railway,m,718.4445009817514
2025-01-07,Coat preparation,Road,L,735.4231963223584
2025-01-20,Foundation pouring,Building,m3,2441.4516966365877
2025-11-19,Iron mining,Railway,m3,3008.105151802961
2025-09-27,Coat preparation,Road,L,1190.085656378122
2025-12-19,Coat preparation,Road,L,936.5418397629882
2025-10-29,Pavement,Road,m2,785.5692763609518
2025-06-18,Cement making,Building,m3,217.4723295849984
2025-01-28,Removing trees,Building,m2,312.04754186579197
2025-02-20,Walling,Building,m2,2452.4957551604098
2025-08-13,Foundation pouring,Building,m3,3503.8626736516503
2025-10-07,Subbase application,Road,m2,892.4040442039893
2025-10-13,Terrain leveling,Building,m3,3016.3750279625783
2025-07-05,Terrain leveling,Building,m3,1497.5785280024184
2025-11-17,Removing trees,Building,m2,40.64927340859226
2025-02-05,Cement making,Building,m3,259.7008763571473
2025-08-24,Laying steel rail,Railway,m,3472.8749433086837
2025-03-01,Terrain leveling,Building,m3,1515.2224336428487
2025-03-16,Foundation pouring,Building,m3,1079.6239219216798
2025-10-20,Rolling/Tractor,Road,m2,1283.4972242314313
2025-01-12,Ballast,Railway,m3,1584.3604851444397
2025-04-10,Anchorage,Railway,m2,3061.324383389166
2025-02-03,Foundation pouring,Building,m3,1285.318925622445
2025-01-02,Subbase application,Road,m2,1376.8312151652444
2025-05-20,Rolling/Tractor,Road,m2,4068.1009546942555
2025-09-24,Terrain leveling,Building,m3,4172.024581689962
2025-08-04,Cement making,Building,m3,538.1650995272646
2025-10-06,Ballast,Railway,m3,1464.6554482227725
2025-11-25,Iron mining,Railway,m3,1430.6976732241221
2025-03-22,Ballast,Railway,m3,3002.8937992923143
2025-07-01,Subbase application,Road,m2,4591.954256481383
2025-09-01,Pavement,Road,m2,1834.1729730081718
2025-07-18,Rolling/Tractor,Road,m2,3222.707902812576
2025-10-30,Anchorage,Railway,m2,1972.7756326163426
2025-01-25,Laying steel rail,Railway,m,3958.483905233765
2025-01-29,Ballast,Railway,m3,4076.542474331552
2025-12-08,Iron mining,Railway,m3,4882.189682891176
2025-05-22,Ballast,Railway,m3,1185.568859696643
2025-11-27,Cement making,Building,m3,43.88867826175036
2025-01-14,Walling,Building,m2,1885.9156844721392
2025-03-24,Rolling/Tractor,Road,m2,242.9438600387418
2025-11-10,Cement making,Building,m3,3537.0229119371575
2025-04-23,Foundation pouring,Building,m3,124.6404209228813
2025-02-15,Iron mining,Railway,m3,537.4303308437334
2025-08-01,Iron mining,Railway,m3,4393.5800934531535
2025-02-08,Cement making,Building,m3,4641.161028965962
2025-04-21,Walling,Building,m2,2658.4277812706687
2025-01-14,Anchorage,Railway,m2,515.1981244973385
2025-03-18,Walling,Building,m2,2027.6331246205975
2025-07-09,Terrain leveling,Building,m3,2532.2313888219
2025-12-11,Coat preparation,Road,L,1676.0969334825716
2025-01-29,Anchorage,Railway,m2,4.4905379047260885
2025-08-15,Laying steel rail,Railway,m,1722.811781052823
2025-11-25,Walling,Building,m2,13.129222554740805
2025-09-27,Pavement,Road,m2,3595.569652018959
2025-02-27,Foundation pouring,Building,m3,3799.2387616159967
2025-08-25,Removing trees,Building,m2,1729.060468854714
2025-01-14,Iron mining,Railway,m3,1530.0184004654916
2025-08-25,Cement making,Building,m3,1737.12292999253
2025-02-08,Anchorage,Railway,m2,2606.6303548364676
2025-12-12,Ballast,Railway,m3,2830.4661239727384
2025-04-17,Rolling/Tractor,Road,m2,1555.4231492395531
2025-03-06,Ballast,Railway,m3,3101.6490078738157
2025-08-07,Coat preparation,Road,L,1754.9955935905875
2025-11-24,Ballast,Railway,m3,3675.1464787718837
2025-08-08,Laying steel rail,Railway,m,2658.347578709224
2025-11-07,Rolling/Tractor,Road,m2,3599.4839355876297
2025-02-19,Walling,Building,m2,1929.344410449119
2025-07-31,Terrain leveling,Building,m3,3640.103812263587
2025-11-24,Cement making,Building,m3,3730.0202380218207
2025-12-13,Ballast,Railway,m3,1887.125242497154
2025-10-05,Foundation pouring,Building,m3,1770.825657664191
2025-01-03,Iron mining,Railway,m3,2814.6333392366146
2025-02-20,Laying steel rail,Railway,m,2217.6511209401224
2025-07-17,Pavement,Road,m2,3282.6325094791227
2025-08-03,Terrain leveling,Building,m3,2982.047845547441
2025-02-04,Foundation pouring,Building,m3,3046.2251347978945
2025-08-29,Ballast,Railway,m3,3696.1253010436935
2025-12-26,Terrain leveling,Building,m3,3887.731440263979
2025-02-11,Subbase application,Road,m2,2979.61020492467
2025-09-17,Anchorage,Railway,m2,3196.9993939102815
2025-08-31,Walling,Building,m2,2678.849044383154
2025-08-21,Cement making,Building,m3,1045.6207763211623
2025-09-18,Laying steel rail,Railway,m,3128.3620328415636
2025-12-15,Anchorage,Railway,m2,806.5689020758349
2025-01-20,Cement making,Building,m3,234.00135742727701
2025-11-19,Walling,Building,m2,4608.2046402312035
2025-09-16,Removing trees,Building,m2,2178.817358363662
2025-01-14,Subbase application,Road,m2,1248.8213496946687
2025-12-06,Iron mining,Railway,m3,1731.234007021311
2025-12-09,Laying steel rail,Railway,m,4174.952622137934
2025-06-05,Rolling/Tractor,Road,m2,4709.820456325437
2025-06-03,Coat preparation,Road,L,4205.467840631819
2025-07-17,Anchorage,Railway,m2,1896.4011791609541
2025-06-12,Coat preparation,Road,L,497.8148176332009
2025-11-26,Coat preparation,Road,L,3152.9687284198176
2025-08-31,Laying steel rail,Railway,m,858.3036099455516
2025-02-06,Foundation pouring,Building,m3,4298.19089305154
2025-09-06,Rolling/Tractor,Road,m2,4622.594745734422
2025-10-17,Iron mining,Railway,m3,4343.463989940422
2025-11-05,Terrain leveling,Building,m3,3624.980772208613
2025-10-13,Rolling/Tractor,Road,m2,3430.5665310798104
2025-05-16,Removing trees,Building,m2,1056.9126772100062
2025-12-29,Rolling/Tractor,Road,m2,2503.979756677605
2025-11-03,Ballast,Railway,m3,3529.6922277156477
2025-07-28,Anchorage,Railway,m2,4688.719112812209
2025-02-07,Rolling/Tractor,Road,m2,1318.3648810706395
2025-08-22,Iron mining,Railway,m3,123.79289681699102
2025-10-09,Removing trees,Building,m2,3410.5187057425014
2025-03-22,Pavement,Road,m2,763.7664169503489
2025-02-12,Subbase application,Road,m2,1623.7133910683206
2025-11-15,Subbase application,Road,m2,1344.8427574556133
2025-05-30,Cement making,Building,m3,3119.2930750752885
2025-05-14,Ballast,Railway,m3,2302.7278209184315
2025-08-24,Removing trees,Building,m2,3230.9165677868486
2025-10-23,Pavement,Road,m2,4209.547731891341
2025-01-17,Cement making,Building,m3,667.6845965326861
2025-01-16,Terrain leveling,Building,m3,1095.3403723839194
2025-02-25,Rolling/Tractor,Road,m2,1040.5367106573576
2025-12-09,Foundation pouring,Building,m3,3462.1199320111796
2025-03-17,Subbase application,Road,m2,914.8127255985266
2025-07-10,Pavement,Road,m2,558.0706241835709
2025-09-02,Anchorage,Railway,m2,501.5388226124962
2025-01-30,Walling,Building,m2,4525.783377198921
2025-09-26,Walling,Building,m2,877.0450554784499
2025-10-22,Foundation pouring,Building,m3,888.2177813129339
2025-02-20,Subbase application,Road,m2,4648.720548306794
2025-10-09,Removing trees,Building,m2,1802.7175230165394
2025-01-12,Pavement,Road,m2,3069.741236281099
2025-06-27,Laying steel rail,Railway,m,4957.290690868372
2025-10-06,Removing trees,Building,m2,2224.9890830180348
2025-10-29,Rolling/Tractor,Road,m2,561.7085789062181
2025-10-29,Laying steel rail,Railway,m,463.55320396371803
2025-02-04,Removing trees,Building,m2,802.880784123311
2025-09-25,Foundation pouring,Building,m3,4311.428718679176
2025-06-01,Laying steel rail,Railway,m,1390.4076017223765
2025-10-05,Removing trees,Building,m2,3654.4943201495726
2025-06-24,Rolling/Tractor,Road,m2,2462.0437641586186
2025-01-24,Iron mining,Railway,m3,701.5790051881271
2025-11-25,Rolling/Tractor,Road,m2,4494.757934844703
2025-09-23,Removing trees,Building,m2,2707.3412180428704
2025-12-04,Rolling/Tractor,Road,m2,2866.739183726907
2025-02-02,Pavement,Road,m2,3413.56922777888
2025-03-22,Coat preparation,Road,L,3027.5671280949327
2025-06-24,Anchorage,Railway,m2,2836.0354741855053
2025-03-28,Subbase application,Road,m2,593.1681660205396
2025-03-08,Walling,Building,m2,3234.731599434123
2025-04-16,Rolling/Tractor,Road,m2,121.36560961733156
2025-03-18,Terrain leveling,Building,m3,4632.600602667447
2025-12-24,Pavement,Road,m2,1421.8877861409196
2025-03-04,Walling,Building,m2,1038.0442096519316
2025-07-28,Rolling/Tractor,Road,m2,3387.6038683335146
2025-07-22,Cement making,Building,m3,947.6951440420239
2025-09-16,Iron mining,Railway,m3,924.3703001632159
2025-08-19,Coat preparation,Road,L,3798.22760874368
2025-07-06,Pavement,Road,m2,3324.909700445372
2025-04-19,Foundation pouring,Building,m3,3761.270415988233
2025-09-21,Cement making,Building,m3,644.212905477381
2025-07-20,Ballast,Railway,m3,767.5487552355331
2025-01-11,Rolling/Tractor,Road,m2,3353.535792569412
2025-02-16,Terrain leveling,Building,m3,460.90685687729615
2025-07-15,Cement making,Building,m3,2887.4952990507736
2025-11-07,Subbase application,Road,m2,3147.3614389776503
2025-12-10,Laying steel rail,Railway,m,4061.295226974345
2025-03-04,Subbase application,Road,m2,4868.250925678815
2025-12-28,Iron mining,Railway,m3,2676.818358151013
2025-04-06,Walling,Building,m2,811.1376100761397
2025-08-05,Anchorage,Railway,m2,2708.195437051115
2025-06-11,Iron mining,Railway,m3,4120.578484116479
2025-05-23,Pavement,Road,m2,57.34987083039156
2025-03-10,Coat preparation,Road,L,2198.2237641011484
2025-05-09,Cement making,Building,m3,1092.6455250236168
2025-03-05,Anchorage,Railway,m2,3124.8617624751137
2025-09-20,Laying steel rail,Railway,m,1670.7383840137247
2025-10-31,Iron mining,Railway,m3,3404.7788107671777
2025-04-07,Terrain leveling,Building,m3,531.5254438349115
2025-11-25,Ballast,Railway,m3,3755.817187109213
2025-07-25,Rolling/Tractor,Road,m2,2334.0482949705197
2025-06-30,Terrain leveling,Building,m3,4749.330854188602
2025-06-04,Coat preparation,Road,L,1949.5700547513195
2025-05-26,Walling,Building,m2,1267.264176292448
2025-10-02,Removing trees,Building,m2,275.90763295951007
2025-09-08,Ballast,Railway,m3,2685.113125066545
2025-12-21,Pavement,Road,m2,1910.4356074457646
2025-11-15,Foundation pouring,Building,m3,527.7275113458691
2025-05-09,Iron mining,Railway,m3,3690.8479146701707
2025-03-25,Foundation pouring,Building,m3,1869.8186064064714
2025-02-08,Laying steel rail,Railway,m,1852.4779189314322
2025-07-23,Laying steel rail,Railway,m,4676.564113181744
2025-01-03,Rolling/Tractor,Road,m2,1375.3559154783434
2025-05-23,Removing trees,Building,m2,1485.6376577398166
2025-08-12,Laying steel rail,Railway,m,2816.6897649430207
2025-07-26,Pavement,Road,m2,3626.0009959350627
2025-01-26,Rolling/Tractor,Road,m2,1405.4453356040042
2025-01-28,Ballast,Railway,m3,1528.4204698966619
2025-12-08,Walling,Building,m2,1572.404766538541
2025-01-02,Iron mining,Railway,m3,4507.317916407729
2025-05-21,Pavement,Road,m2,4105.596551851227
2025-07-25,Laying steel rail,Railway,m,3754.5325243422108
2025-10-19,Cement making,Building,m3,1258.2911079693947
2025-07-13,Removing trees,Building,m2,676.0158326830979
2025-10-29,Laying steel rail,Railway,m,3942.6997163169804
2025-07-30,Rolling/Tractor,Road,m2,3287.4474310288365
2025-10-17,Walling,Building,m2,461.8237556945287
2025-02-26,Pavement,Road,m2,251.15599155330793
2025-03-28,Removing trees,Building,m2,4456.177843857229
2025-05-19,Rolling/Tractor,Road,m2,543.3490667439389
2025-06-24,Subbase application,Road,m2,4059.8345139881276
2025-08-07,Iron mining,Railway,m3,4368.165276753987
2025-05-21,Walling,Building,m2,906.7538755455462
2025-05-10,Walling,Building,m2,4135.989510714979
2025-08-22,Subbase application,Road,m2,2135.9071708385422
2025-09-18,Ballast,Railway,m3,4372.245605633613
2025-03-30,Iron mining,Railway,m3,1991.3654978563038
2025-12-04,Rolling/Tractor,Road,m2,3765.778996899741
2025-08-01,Cement making,Building,m3,4877.295555620928
2025-04-27,Cement making,Building,m3,1071.134647102282
2025-08-22,Iron mining,Railway,m3,4730.5206821133315
2025-09-26,Cement making,Building,m3,2786.557126518919
2025-04-09,Pavement,Road,m2,1534.7091074041452
2025-05-29,Removing trees,Building,m2,2901.311326620675
2025-01-02,Laying steel rail,Railway,m,486.92526234839386
2025-12-10,Rolling/Tractor,Road,m2,3175.7232034375443
2025-05-14,Cement making,Building,m3,302.72348143999983
2025-03-08,Terrain leveling,Building,m3,3440.844091288369
2025-08-31,Rolling/Tractor,Road,m2,20.503925309288682
2025-01-04,Anchorage,Railway,m2,1009.3811379548234
2025-02-13,Iron mining,Railway,m3,3346.7368246933966
2025-02-04,Laying steel rail,Railway,m,2124.930212795785
2025-10-02,Removing trees,Building,m2,1524.9744656893693
2025-08-21,Walling,Building,m2,3263.877335139966
2025-01-27,Terrain leveling,Building,m3,2164.3086094377286
2025-03-26,Rolling/Tractor,Road,m2,286.7765430865193
2025-04-29,Laying steel rail,Railway,m,2724.922956788497
2025-07-31,Removing trees,Building,m2,1828.5903374892976
2025-08-03,Anchorage,Railway,m2,3024.380397920797
2025-07-15,Terrain leveling,Building,m3,2756.8225307575754
2025-12-25,Foundation pouring,Building,m3,1339.8708602475651
2025-08-18,Coat preparation,Road,L,3022.0556898613254
2025-01-20,Rolling/Tractor,Road,m2,377.29138927442006
2025-10-24,Removing trees,Building,m2,3207.4103944282406
2025-10-24,Walling,Building,m2,2543.1079549706888
2025-09-28,Coat preparation,Road,L,654.4852428940095
2025-07-14,Subbase application,Road,m2,2871.6688289103918
2025-03-13,Iron mining,Railway,m3,4227.855372273219
2025-10-25,Laying steel rail,Railway,m,2458.108688027238
2025-03-21,Coat preparation,Road,L,2774.469740642921
2025-08-09,Ballast,Railway,m3,1951.1824196876814
2025-08-01,Removing trees,Building,m2,756.4743356873499
2025-10-02,Walling,Building,m2,3244.137971450237
2025-11-03,Cement making,Building,m3,1676.1263201641214
2025-10-17,Coat preparation,Road,L,1934.8215386138124
2025-09-29,Coat preparation,Road,L,2981.4787194549526
2025-06-28,Cement making,Building,m3,2925.188623156278
2025-07-03,Walling,Building,m2,3525.181449211828
2025-12-28,Subbase application,Road,m2,3008.762875085103
2025-01-12,Anchorage,Railway,m2,2151.743625079007
2025-08-15,Laying steel rail,Railway,m,1812.6863379655822
2025-01-11,Laying steel rail,Railway,m,3088.456721995239
2025-12-05,Pavement,Road,m2,4676.064332255116
2025-04-06,Iron mining,Railway,m3,4911.312036254508
2025-04-17,Laying steel rail,Railway,m,2162.4322885754636
2025-02-08,Laying steel rail,Railway,m,520.9490769833775
2025-07-04,Laying steel rail,Railway,m,1922.3328768173992
2025-02-07,Coat preparation,Road,L,3788.0974391004033
2025-09-03,Cement making,Building,m3,3590.045928717969
2025-11-28,Iron mining,Railway,m3,978.1768142174091
2025-08-06,Laying steel rail,Railway,m,4661.177903453445
2025-03-24,Coat preparation,Road,L,3327.6007494931264
2025-10-08,Pavement,Road,m2,3746.709231672383
2025-06-08,Subbase application,Road,m2,3978.685681005488
2025-07-13,Subbase application,Road,m2,2922.677449418182
2025-09-27,Terrain leveling,Building,m3,3066.5539943350295
2025-08-15,Pavement,Road,m2,1828.3001604390709
2025-10-25,Iron mining,Railway,m3,2942.5901653969254
2025-02-23,Anchorage,Railway,m2,741.2476328532358
2025-11-08,Iron mining,Railway,m3,89.26125621328663
2025-01-28,Cement making,Building,m3,1656.0456778399014
2025-11-04,Foundation pouring,Building,m3,1176.747222654031
2025-12-10,Terrain leveling,Building,m3,786.2183796184752
2025-05-15,Iron mining,Railway,m3,301.004172882412
2025-09-25,Terrain leveling,Building,m3,1325.6107721341564
2025-05-29,Terrain leveling,Building,m3,3765.6395758560857
2025-06-06,Iron mining,Railway,m3,4459.085467074911
2025-05-08,Anchorage,Railway,m2,3788.232367706609
2025-09-20,Rolling/Tractor,Road,m2,2774.0820898855413
2025-01-21,Cement making,Building,m3,359.270662781932
2025-05-04,Walling,Building,m2,3455.8209851228135
2025-08-30,Anchorage,Railway,m2,714.361943610069
2025-02-21,Terrain leveling,Building,m3,2060.589198222955
2025-11-16,Walling,Building,m2,1725.3511449410298
2025-11-23,Ballast,Railway,m3,3660.78857294937
2025-01-16,Iron mining,Railway,m3,122.85380140791725
2025-03-29,Pavement,Road,m2,4696.351497227752
2025-09-11,Subbase application,Road,m2,3152.7802004769787
2025-11-08,Pavement,Road,m2,700.7242227137273
2025-02-22,Walling,Building,m2,4785.849294004431
2025-06-14,Removing trees,Building,m2,4993.721869199714
2025-01-29,Removing trees,Building,m2,356.9070762032589
